tier,score,name,address,rating,user_ratings,primary_type,website,phone,lat,lng,place_id,reasons
"A","60","ESTO GAZA Events & Private Resort","Golden Valley, 16 Lourdes Dr, Marikina, 1805 Metro Manila, Philippines","3.3","59","event_venue",,"0906 507 7257","14.6464609","121.09870799999997","ChIJda5u73G5lzMRWVPYZn_ZT0Q","core-type"
"A","60","Velada Estate","21 Don Juan St., Villa Cecilia Subd.,, Antipolo, 1870 Lalawigan ng Rizal, Philippines","4.4","59","event_venue",,,"14.618291599999997","121.1274057","ChIJoRJvPFa4lzMRtnGJSspkJuw","core-type"
"A","60","One Feather Kitchen","Brgy, 3830 Patindig Araw St, Malabag, Purok Uno, Silang, 4118 Cavite, Philippines","4.6","59","event_venue","https://www.facebook.com/onefeatherph","0992 980 7808","14.135856599999999","120.96300919999999","ChIJof3DF4Z5vTMRXBu0NMtNQBo","core-type"
"A","60","Isla by Le Jardin","4JF6+X7H, Dama de Noche Drive, San Fernando, Pampanga, Philippines","4.4","59","event_venue",,,"15.124925499999998","120.6107247","ChIJGZRpjjLyljMRuS9n3Czwizc","core-type"
"A","95","La Edley","5P3J+XV7, Legazpi City, Albay, Philippines","3.4","59","swimming_pool",,"0938 404 0214","13.1549125","123.73217269999999","ChIJbRS542YBoTMRtyOhTYQs0eM","core-type|hospitality-type"
"A","60","The Club at Northtown","Phase 2, Cherry Street, Northtown Subd, Buhangin-Cabantian-Indangan Rd, Buhangin, Davao City, Davao del Sur, Philippines","4.6","59","event_venue",,,"7.138437199999999","125.60028030000001","ChIJF0xuCqtr-TIRfF_uYEsw88A","core-type"
"A","85","Artson Events Place","99 Don A. Roces Ave, Diliman, Quezon City, 1103 Metro Manila, Philippines","4.3","58","event_venue","https://www.facebook.com/artsoneventsplace",,"14.6296131","121.030535","ChIJP4REP8a3lzMRp1JH3axnDe4","core-type|core-name"
"A","85","Siena’s Events Place","315 Buliran Rd, Antipolo, 1870 Rizal, Philippines","4.6","58","wedding_venue","https://www.facebook.com/sienaseventsplace/",,"14.597454299999997","121.1803633","ChIJFZuLPZ-_lzMRKW5p5uVmYys","core-type|core-name"
"A","60","La Promeesa Resort and Events Venue","R23J+PHW, San Pascual, Batangas, Philippines","3.8","58","resort_hotel",,"0920 982 4355","13.8043526","121.03144189999998","ChIJ4WPjJgoPvTMRoomgPiIwL0c","hospitality-type|core-name"
"A","95","The Coco Palace Hotel","Km 83 Maharlika Highway Brgy. San Francisco Calihan, 290 1, San Pablo City, 4000 Laguna, Philippines","3.7","58","hotel","http://www.thecocopalacehotel.com.ph/","(049561) 2271","14.056648399999998","121.33184240000001","ChIJBzTXcIP7lzMRim3jzxJP2IQ","core-type|hospitality-type"
"A","120","Villa Esmane Private Pool Resort Laguna Hot Spring Resort","lake wood subdivision, Sta Lucia, Los Baños, Laguna, Philippines","4.4","58","swimming_pool","https://www.cjstamaria.com/villa-esmane","0977 829 3838","14.1749045","121.21068089999999","ChIJU9pf-SVhvTMRCPTFRm_wLCs","core-type|hospitality-type|core-name"
"A","85","La Sonesta Resort and Events Place","Lot 17-18 Blk 4 St. Jude Street, Brgy, Nuestra Señora dela Paz Subd, Sumulong Hwy, Santa Cruz, Antipolo, 1870 Rizal, Philippines","4.3","58","event_venue","https://www.facebook.com/LaSonesta/",,"14.605051800000002","121.16820059999999","ChIJ9yampvq5lzMRVoUWQ0JG99E","core-type|core-name"
"A","60","Villa Rosita Resort & Function House","G75M+W67, D. C. Tongohan Street, Tanay, Rizal, Philippines","3.9","58","resort_hotel",,"0917 528 1686","14.5097844","121.28305619999998","ChIJ7dpwukDqlzMRLl2ZI-anon8","hospitality-type|core-name"
"A","60","Casa Aaliyah Private Resort & Events Place","Lavender st, corner Brown Street, Mojon, Malolos, 3000 Bulacan, Philippines","4.8","58","resort_hotel","http://casaaaliyahprivateresort.com/","0981 672 0828","14.8654657","120.8131468","ChIJlxd97aZTljMRekCeOhHdy78","hospitality-type|core-name"
"A","60","English Farm Tourist Inn","Santa Rosa, way to, Dangdangla, San Juan, 2514 La Union, Philippines","4.9","58","inn",,"0905 067 4760","16.6847632","120.3628459","ChIJBzhbXqGTkTMRINPW-moNI74","hospitality-type|core-name"
"A","120","Natura Verde Farm and Private Resort","Brgy, Dagotdotan, San Lorenzo Ruiz, Camarines Norte, Philippines","4.7","58","resort_hotel",,,"14.064200099999999","122.90335209999998","ChIJy5tz_16pmDMR8M67shr5j9o","core-type|hospitality-type|core-name"
"A","85","Queen’s Garden Cainta Rizal","Cor. Dama De Noche and Gladiola St. Greenland Subd, Cainta, 1900 Rizal, Philippines","4.6","57","event_venue",,"(02) 8656 9941","14.564067399999999","121.11785049999999","ChIJ961zbaTHlzMRN5sPnYgvG5U","core-type|core-name"
"A","120","The Ipil Gardens","139 SE Ipil, Marikina, 1800 Metro Manila, Philippines","4.2","57","event_venue",,,"14.650044699999999","121.1204495","ChIJ6duTm6G5lzMRCNj7iQOZ2yY","core-type|hospitality-type|core-name"
"A","60","oia sky garden resort","34 Marcelo H. Del Pilar St, Valenzuela, Metro Manila, Philippines","3.8","57","resort_hotel",,"0905 262 3202","14.711076700000001","120.9483651","ChIJJzOdaxizlzMRSM2Jm5QzBjk","hospitality-type|core-name"
"A","60","Casa Dominguez Villas & Events Place","M. Salud Rd, Alapan II-B, Imus, 4103 Cavite, Philippines","4.8","57","resort_hotel",,"0915 735 2994","14.4026328","120.90168449999999","ChIJ7zqUChfTlzMRrEL7DtBJNsM","hospitality-type|core-name"
"A","85","Starluck Events Place","117, Abad Homes Subdivision, 75 Cadena de Amor, Imus, 4103 Cavite, Philippines","4.4","57","event_venue",,"0908 909 7207","14.4304256","120.92897119999998","ChIJy_2bkgnTlzMRmZchAvdKKd0","core-type|core-name"
"A","105","D Sanctum Resort","Purok Malakas, Cambridge Farm, Nuñez Street, San Isidro (Lagao 2nd), General Santos City (Dadiangas), 9500 South Cotabato, Philippines","4.2","57","resort_hotel","https://us2.cloudbeds.com/en/reservation/qnBg8r?fbclid=IwZXh0bgNhZW0CMTEAAR0EQcAPxGLRA2muNCtCkq1yIj4hJ3Gl1IZOyvLngHAN9EgjTsb3-2lFHfo_aem_BIG7hrRl42nPvwa0gtA_wQ&currency=php","0951 372 2106","6.1360785","125.1674616","ChIJpZiq8gCf9zIR1QslbI6Mk8M","core-type|hospitality-type|food-type"
"A","85","18 Missouri Events Place","J332+FW2, Missouri, San Juan City, Metro Manila, Philippines","4.3","56","event_venue",,,"14.6036416","121.0522613","ChIJn5m16d63lzMR9w5uFENVTpE","core-type|core-name"
"A","85","Casa Bendita Events Place","F8JC+QGG, Matagbak Rd, Pililla, Rizal, Philippines","4.5","56","event_venue","https://www.facebook.com/casabenditaph/","0917 143 5254","14.481932299999999","121.32134099999999","ChIJURZEldnrlzMR_1YjmH-9Q9I","core-type|core-name"
"A","85","EM Pavilion","207 Taal Rd, Malolos, Bulacan, Philippines","4.6","56","event_venue","https://www.facebook.com/EMPavilion?mibextid=ZbWKwL","0947 272 9550","14.814693600000002","120.85422210000002","ChIJ2QJjdU9TljMRQXSYiE-qOXw","core-type|core-name"
"A","85","3M's Garden Resort and Pavillion","1461-B PASONG KASAY St, Santa Maria, 3022 Bulacan, Philippines","4.4","56","event_venue","http://m.me/3MsGardenResortAndPavillion","0917 888 7170","14.811571699999998","121.0131899","ChIJfbyhZG-vlzMR8P2bwL3AnV8","core-type|core-name"
"A","60","Vista la Vita","H8J3+HRM, Dacanay St., San Fernando City, 2500 La Union, Philippines","4.5","56","event_venue","https://www.facebook.com/vistalavitaV/","0915 190 7666","16.581474699999998","120.30453519999999","ChIJe8BJ6PGPkTMRuH3ONqS60Cc","core-type"
"A","60","Garden Residences","Gimenez Park Subdivision, Jimenez St, Concepcion Pequeña, Naga City, 4400 Camarines Sur, Philippines","4.5","56","lodging",,"0917 130 5180","13.624503299999999","123.203502","ChIJUfxMHPSNoTMRRmYoPftPf8o","hospitality-type|core-name"
"A","85","Rosario Pavilion","Limketkai Center, Rosario Cres, Cagayan De Oro City, 9000 Misamis Oriental, Philippines","4.2","56","event_venue",,,"8.4832214","124.65604839999999","ChIJeSsXj8Py_zIR0Dmq9P5nZv4","core-type|core-name"
"A","85","Web Events Place","25 Damong Maliit Rd, Novaliches, Quezon City, Metro Manila, Philippines","4.4","55","event_venue","https://www.facebook.com/share/17auU84ktd/","0922 337 1955","14.7231461","121.0314753","ChIJQ2uydAGxlzMR3Xl1heQrYMQ","core-type|core-name"
"A","60","Royale Tagaytay Clubhouse","3VH7+86W, Road, Alfonso, Cavite, Philippines","4.1","55","banquet_hall",,,"14.078356999999999","120.86308309999998","ChIJF7LQ67qdvTMRAJ3e7gyHIW0","core-type"
"A","60","Malyn's Purple Place","X467+G59, Mataas Na Kahoy, 4223 Batangas, Philippines","4.1","55","event_venue","http://facebook.com/mprcateringservices","(043) 783 3769","13.961281","121.11298199999999","ChIJgWZ0EhBtvTMRVyIpmnUyYmY","core-type"
"A","60","The Skydeck at Barrington Place","RD, Barrington Place, 27-31 Congressional Ave, Brgy, Project 8, Quezon City, 1100 Metro Manila, Philippines","4.4","54","event_venue","http://www.facebook.com/BarringtonSkydeck","(02) 7745 6090","14.671547999999998","121.04062100000002","ChIJkTTHMSS3lzMRcxV8v7v8cYo","core-type"
"A","60","Venue Victoria","L. Sumulong Memorial Circle, 25 Sen Taktak Rd, Antipolo, 1870 Rizal, Philippines","4.4","54","event_venue",,"0917 804 0876","14.591989600000002","121.16987929999999","ChIJA-ahRq24lzMRTHDtVb8xao8","core-type"
"A","60","Luke's Haven Private Pool and Events Place","G9G3+J99, Unnamed Road, Tanay, Rizal, Philippines","3.6","54","resort_hotel",,"0926 531 7888","14.526533299999999","121.35349259999998","ChIJYXc8Xp3slzMRY7dm_-6XbHo","hospitality-type|core-name"
"A","85","Casa De Amarella Events Place & Resort","63 A.M. De Leon, Barangay Dolores, Taytay, 1920 Rizal, Philippines","3.9","54","event_venue",,"0917 533 5068","14.567983900000002","121.13200129999998","ChIJFcoy9afHlzMRGlSpAclyBVI","core-type|core-name"
"A","85","Crown+ Events Place and Resort","101-109 Palapat, Hagonoy, Bulacan, Philippines","4.4","54","event_venue",,,"14.862044599999997","120.74703699999998","ChIJKUDYox5RljMRzWPtRoExuAo","core-type|core-name"
"A","60","Casa Maria Resort & Events Place","R27V+ 5M4, Unnamed Road, SJDM, Bulacan, Philippines","4.2","54","resort_hotel",,,"14.812882099999998","121.04415669999999","ChIJLe7eRruvlzMRxNcTYPxeQ48","hospitality-type|core-name"
"A","60","L.A.D Family Resort","District 4 Agong Canitoan, Near Health Center, 9000, Cagayan De Oro City, Misamis Oriental, Philippines","3.4","54","swimming_pool",,"0917 888 6424","8.4671763","124.5994027","ChIJm3nK15-N_zIRxYAPBA_PrWg","core-type"
"A","60","Glorietta Activity Center","H22G+F4H, Palm Dr, Ayala Center, Makati City, Metro Manila, Philippines","4.5","53","event_venue",,,"14.551175400000002","121.02537160000001","ChIJlx0STJ_JlzMRL-mkFJrc-uU","core-type"
"A","85","Palacios Events Place","322-348 Santiago Barangay Rd, San Pablo City, Laguna, Philippines","4.7","53","event_venue","http://www.facebook.com/palacioseventsplacesanpablo","0995 889 5038","14.043809800000002","121.298233","ChIJp8EFMTZDvTMRpoEU9BzdZe4","core-type|core-name"
"A","60","Kpv Garden Resort Sta. Monica, San Pablo City Laguna","Purok 9, Brgy, San Pablo City, Laguna, Philippines","4.2","53","resort_hotel",,,"14.055409700000002","121.2970346","ChIJ27LYssRCvTMR75Qer82071c","hospitality-type|core-name"
"A","85","Casa Arabella","Block 9 Lot 15 and 16 Canary Street, Pecson Ville Subdivision, SJDM, 3023 Bulacan, Philippines","4.6","53","event_venue",,,"14.7843941","121.0704907","ChIJB8rwlEmvlzMRnI9gcDWmJJ8","core-type|core-name"
"A","60","Mendez Resort and Events Place","Km. 31 Quirino Hwy, SJDM, 3023 Bulacan, Philippines","3.3","53","resort_hotel","https://www.facebook.com/profile.php?id=61552604336159&mibextid=LQQJ4d","0933 855 2859","14.804549499999998","121.06893160000001","ChIJjScxYC2vlzMRutYsByjBWpw","hospitality-type|core-name"
"A","85","De Mansion Events Place","5QG2+GGR, Legazpi City, Albay, Philippines","4.2","53","event_venue","https://www.facebook.com/profile.php?id=100083291021629","0935 418 4961","13.176368","123.751259","ChIJeXNEuIUBoTMRJUbndyLsWoc","core-type|core-name"
"A","60","Base Function Hall","5th Floor, Base Building, Lacson St, Bacolod, Negros Occidental, Philippines","4.6","53","event_venue",,"(034) 432 7092","10.701869","122.962582","ChIJ67dsBajRrjMRXd5bQMbNo-E","core-type"
"A","120","Quekin's Bamboo Garden Private Resort and Hotel","Conel - Olympog Rd, General Santos City (Dadiangas), South Cotabato, Philippines","4","53","hotel","http://www.facebook.com/BambooGardenHotel","(083) 520 6764","6.1812865","125.19054039999999","ChIJDTgXr7-d9zIRJ1BTNtwGfO8","core-type|hospitality-type|core-name"
"A","85","PICC Reception Hall","Philippine International Convention Center, Vicente Sotto St, Pasay City, Metro Manila, Philippines","4.8","52","event_venue","https://www.picc.gov.ph/",,"14.554758900000001","120.9834338","ChIJVTsrPtnLlzMRBkX7RKoWf5M","core-type|core-name"
"A","60","Villa Dolores Resort","92JX+W4X, St Mary St, Tunasan, Muntinlupa, Metro Manila, Philippines","2.9","52","resort_hotel",,,"14.382373","121.0478451","ChIJjyRBy_HQlzMRkfpEHSGqX14","hospitality-type|core-name"
"A","85","South Greenheights Village Hall","South Green Heights Village, L23, South Greenheights, B50 Quercus, Putatan, Muntinlupa, 1770 Metro Manila, Philippines","4.4","52","event_venue","https://www.southgreenheights.com/",,"14.390965300000001","121.0253245","ChIJRxyRspjRlzMRbnhzaKqVM3Y","core-type|core-name"
"A","60","Clear Water House","KM 58 Gen. Aguinaldo Highway, Maharlika East, Tagaytay City, 4120 Cavite, Philippines","4.2","52","wedding_venue",,"(046) 483 2093","14.1022011","120.94909619999999","ChIJq9TuonN3vTMR3fO3wb6f8GA","core-type"
"A","85","Chateau Trouvaille Resort & Event Place","111 TCI Rd, Maitim 2nd West, Tagaytay City, 4120 Cavite, Philippines","4.7","52","event_venue","https://www.facebook.com/ChateauTrouvaille/","0966 256 0143","14.1248097","120.94510760000001","ChIJZ0Nb0DV5vTMR2mM9xjngYPs","core-type|core-name"
"A","60","La Finca Farm and Country Resort","X5GR+QM2, Santo Tomas-Lipa Rd, Lipa City, Batangas, Philippines","4.2","52","resort_hotel",,,"13.9768891","121.1916298","ChIJZ4ey15VrvTMRXXmDY1ZosKw","hospitality-type|core-name"
"A","60","TNA Bldg.","TNA Bldg, 17 Jose Abad Santos, st, San Juan City, 1500 Metro Manila, Philippines","4.5","51","event_venue",,"0917 899 2188","14.599036400000001","121.03792770000001","ChIJq22xxyvIlzMRcC2g72PxeoA","core-type"
"A","120","Rosemont Gardens Tagaytay","67.6 Kms Tagaytay - Nasugbu Hwy, Alfonso, Cavite, Philippines","4.5","51","event_venue","http://www.rosemontgardens.net/","0991 938 3388","14.0810246","120.87381599999999","ChIJqddSZJidvTMR0x9R_rPw4wQ","core-type|hospitality-type|core-name"
"A","60","Phuket Mansions Clubhouse","South Forbes Golf City, Phuket Mansions, Silang, Cavite, Philippines","4.5","51","event_venue",,,"14.2511364","121.04508120000001","ChIJpzqtX219vTMR2HJgu9H4Tdc","core-type"
"A","95","BFF ECO FARM restaurant and event place","Silang, 4118 Cavite, Philippines","4.5","51","restaurant","https://bffecofarm.com/","0917 104 6325","14.2428726","121.00467909999998","ChIJjepvKc99vTMR3DNscD0CpNk","core-type|food-type|core-name"
"A","85","Pallas Athena Executive Village Clubhouse","Emilio Aguinaldo Hwy, Anabu 2C, Imus, Cavite, Philippines","4.7","51","event_venue",,,"14.386109699999999","120.93287119999998","ChIJNUnqf57TlzMRDWnYH9sBBqI","core-type|core-name"
"A","60","Notre Dame De Vie Chapel","Palazzo Verde, Daang Reyna, Alabang, Las Piñas, Metro Manila, Philippines","4.7","50","wedding_venue",,,"14.3708918","121.0082185","ChIJdaFomebRlzMR_DixahLYuJE","core-type"
"A","85","Villar Sipag Events Place","FXFJ+FGW, C-5, Las Piñas, Metro Manila, Philippines","4.3","50","event_venue",,,"14.473746499999999","120.98133920000001","ChIJjeFuxBXPlzMRh_m9Dx6-UUo","core-type|core-name"
"A","85","ANTORINA • Private Pool • Events Place •","Britsum St, Bacoor, Cavite, Philippines","4.2","50","event_venue",,"0949 959 7937","14.4582065","120.9524332","ChIJQT50TDDNlzMRHxPKrh0FUfo","core-type|core-name"
"A","85","Casa Lucido","356, Hilario H. Atienza St., Tanauan City, Batangas, Philippines","4.5","50","event_venue",,"0939 916 6047","14.0821341","121.14375439999999","ChIJOXpHwy1vvTMR-Lo9PJ0yReE","core-type|core-name"
"A","60","La Terraza de RayNors","Bucal Bypass Rd, Calamba, 4027 Laguna, Philippines","4.5","50","event_venue","https://www.laterrazaph.com/",,"14.179184","121.1566373","ChIJeQKiGL1jvTMRBOkn4jQHdDc","core-type"
"A","60","NCAS Auditorium, UPLB","568R+5CM, Los Baños, Laguna, Philippines","4.2","50","auditorium","http://www.uplb.edu.ph/",,"14.165453900000001","121.2410544","ChIJ-Y97bbZgvTMRU_A84uqX4EI","core-type"
"A","60","The Clubhouse Jardin Real De Naga","Jardin Real, Naga City, 4400 Camarines Sur, Philippines","3.9","50","service",,"0945 781 1033","13.622342699999999","123.22939629999999","ChIJj6bOQDONoTMRWM_OmRgMBpI","core-type"
"A","95","EL AQUINO RESORT","973X+3JQ, Sibulan, 6201 Negros Oriental, Philippines","3.9","50","event_venue","https://www.facebook.com/pages/El-Aquino-Beach-Resort-Cangmating-Sibulan/209526219210304","0955 180 8648","9.352711","123.299108","ChIJHYRizM1vqzMR17no84qjIn8","core-type|hospitality-type"
"A","85","One Star Events Place","62Q3+94J, Juan Luna St, Tacloban City, Leyte, Philippines","2.9","50","event_venue",,"0975 426 9251","11.238473299999999","125.00276600000001","ChIJjbG92Sx3CDMRWUqea5Iq8KY","core-type|core-name"
"A","85","Villa Immaculada","Anda Park, General Luna St, Intramuros, Manila, 1002 Metro Manila, Philippines","4.4","49","event_venue",,,"14.590868199999997","120.97405359999999","ChIJUyouYz3KlzMR3dZBPwINX3M","core-type|core-name"
"A","60","Philcoex","Unit 1704, Prestige Tower, 1605 F. Ortigas Jr. Rd, Ortigas Center, Pasig, Metro Manila, Philippines","3.8","49","event_venue",,"(063) 217 6086","14.5858976","121.0619062","ChIJWVVQ1RDIlzMR1x11p4wVwMw","core-type"
"A","120","J's Nature Garden 1 Private Pool / Events Place - Rainbow Village","Rainbow Village, Dandelion, Las Piñas, 1740 Metro Manila, Philippines","4.2","49","resort_hotel","http://facebook.com/jsnaturegardenresort","(02) 8805 3096","14.4212182","121.0016381","ChIJXbIG1JLRlzMRof6LCAm0NtM","core-type|hospitality-type|core-name"
"A","60","The Aster Business Center","Mandala Park, 312 Shaw Blvd, Pleasant Hills, Mandaluyong City, 1552 Metro Manila, Philippines","4.5","49","real_estate_agency","https://m.facebook.com/mandalaparkph/","(02) 8534 5650 ext. 4","14.587470600000001","121.04211269999999","ChIJC1y0-eTJlzMRcLCDBuaH0co","core-type"
"A","85","Villa Celina Townhomes","Casimiro Dr, Las Piñas, Metro Manila, Philippines","4.4","49","event_venue",,,"14.454507399999999","120.99192339999999","ChIJf34ImAjOlzMR928Qb4h-nbE","core-type|core-name"
"A","60","Hapag Catering Services","Camarin Road, 989 Capt. F. S. Samano, Caloocan, 1400 Kalakhang Maynila, Philippines","3.8","49","event_venue","https://www.facebook.com/Hapag-Reception-Hall-Catering-Services-187342537963878/","0920 967 5505","14.76233","121.04449299999999","ChIJe9Y2myiwlzMRFoM_H3Hbe7g","core-type"
"A","85","Paradiso De Alberto Silang Cavite (former Celbert's Garden Resort)","153 Silang-Banaybanay Rd, Silang, 4118 Cavite, Philippines","4.3","49","event_venue","https://www.facebook.com/ParadisoDeAlberto/","0917 165 9833","14.210374999999999","120.9576776","ChIJhd0eXc9-vTMRUA1SNPZK5B8","core-type|core-name"
"A","85","Villa Mattheo Private Pool and Events Place","Amadure Compound, Silang, 4118 Cavite, Philippines","4.2","49","event_venue",,"0926 828 0258","14.263910899999999","121.0074118","ChIJcxwWYWR9vTMRuymRp_942vw","core-type|core-name"
"A","130","ALU Garden Tagaytay","Crisanto M. De Los Reyes Ave, Brgy. Loma, Amadeo, Cavite, Philippines","4.3","49","cafe",,"0927 818 2598","14.155080799999999","120.92801639999999","ChIJOSB1JQB5vTMRjcOKzksw52g","core-type|hospitality-type|food-type|core-name"
"A","60","Valencia Events Place","St. John the Baptist St, Taytay, 1920 Rizal, Philippines","4.2","49","resort_hotel","https://www.facebook.com/CasaDeValenciaResorts/","0922 335 8706","14.5591468","121.132684","ChIJ94nkf5vHlzMRdQRq5NCpWgc","hospitality-type|core-name"
"A","105","Taguipuro Paoay Lake","Purok Talinaay, Nagbacalan-Sungadan Road, Brgy 22 Nagbacalan, Paoay, 2902 Ilocos Norte, Philippines","4.6","49","resort_hotel",,"0918 903 5477","18.1122226","120.5297268","ChIJjULvtOLBjjMRa-Pnu4Ww2HU","core-type|hospitality-type|food-type"
"A","60","Tatoy's Consejo Hall","MGJ6+99R, Villa Arevalo District, Iloilo City, Iloilo, Philippines","4.5","49","event_venue",,,"10.6809887","122.51089019999999","ChIJ0TwXTWzwrjMRKOMB1dcZr3w","core-type"
"A","85","El Pueblo Genovivo Event Venue","877C+7QX, Dumaguete City, Negros Oriental, Philippines","4.3","49","event_venue",,,"9.3132337","123.2719861","ChIJbVeu72hvqzMRpO0PeCgySW8","core-type|core-name"
"A","70","Superstar KTV Lounge and Club","Cagayan Town Center, Capt. Vicente Roa Street, Corner Gen A. Luna St, Barangay 27, Cagayan De Oro City, 9000 Misamis Oriental, Philippines","4.5","49","sports_club",,"0981 235 5255","8.4831437","124.6509284","ChIJ8TNGIObz_zIRFfl88NJWFBM","core-type|food-type"
"A","60","The Canvas - Space for Corporate Events & Private Parties","2nd Floor, YMC Building, 2320 Chino Roces Ave, Makati, Makati City, 1232 Metro Manila, Philippines","5","48","event_venue","https://facebook.com/createwithcanvas",,"14.531505099999997","121.0232158","ChIJR_9bxBvJlzMRepIXlhoXv-k","core-type"
"A","60","Green Farm Garden Resort","741 Sumapa Ligas Rd, Malolos, 3000 Bulacan, Philippines","4.4","48","resort_hotel","http://www.facebook.com/Green-Farm-Garden-Resort-228540987341023","(044) 760 3072","14.8625461","120.8496787","ChIJqzlbHJ5TljMRDry4h7qvmSs","hospitality-type|core-name"
"A","85","Uncle's Events Place","E Celestino St, Santa Maria, Bulacan, Philippines","4.5","48","event_venue","https://www.facebook.com/uncleseventsplace","0995 139 2542","14.841973999999999","120.9832454","ChIJR897DTStlzMRVqOwi7QBiEw","core-type|core-name"
"A","120","Casa Yambao Private Pool / Garden Events Place","San Simon, Pampanga, Philippines","4.7","48","resort_hotel",,"0968 388 3277","14.990013799999998","120.8510819","ChIJ8ReSZUT_ljMRfj3eifulAfQ","core-type|hospitality-type|core-name"
"A","85","MJJ Event Place","Blk 2 Lot 8 Victoria Street Saint Ignatius, Puregold, Angeles, 2009 Pampanga, Philippines","4.2","48","event_venue",,"0925 719 2540","15.1478709","120.60595749999999","ChIJPaRms9vzljMRX09SuNFTgsU","core-type|core-name"
"A","60","Socorro's The Venue","5MHC+HG6, PNR Rd, Camalig, Albay, Philippines","4.6","48","event_venue",,"0946 276 0888","13.1789121","123.67126460000001","ChIJueH-3LMHoTMRezhdV_Muwh8","core-type"
"A","60","Angel Garden Resort","Sitio Minuit, Barangay Cheey, Busuanga, 5317 Palawan, Philippines","3.9","48","hotel","http://www.agresort.net/","0917 779 3402","12.2414835","120.01897050000001","ChIJN-RQkuOPuTMRWWpQZxsZfns","hospitality-type|core-name"
"A","85","Tunasan Pavilion","93J2+2G7, Arandia St, Tunasan, Muntinlupa, 1774 Metro Manila, Philippines","4.1","47","event_venue",,,"14.3800279","121.05131119999999","ChIJOZnoL-zQlzMR0qAf7Kr38TU","core-type|core-name"
"A","85","Cipriano's Garden","United San Pedro Subdivision, 232 Malaya St, San Pedro, 4023 Laguna, Philippines","3.8","47","wedding_venue","http://www.ciprianosgarden.com/","(02) 8869 2065","14.363731600000001","121.05118359999999","ChIJX_SZgMbQlzMRSU5Rk5WiKtY","core-type|core-name"
"A","85","Villa Roa Garden Event Center 2","9357+P4J, Cataquiz Ave, San Pedro, 4023 Laguna, Philippines","4.2","47","event_venue",,"(02) 8869 2592","14.359326999999999","121.062772","ChIJd8OA2rDQlzMRKuD5kBXDH6w","core-type|core-name"
"A","85","En La Azotea Events Place","708 Camarin, Caloocan, 1422 Metro Manila, Philippines","4.6","47","event_venue",,"0949 506 2933","14.7647263","121.0438825","ChIJ7QrX0yuxlzMRprrTpb_mUME","core-type|core-name"
"A","85","Villa D’este Tagaytay Events Place","4WFV+5PH, Magallanes Dr, Tagaytay City, Cavite, Philippines","4.9","47","event_venue","http://villadeste.ph/","0920 944 7508","14.122811599999999","120.94391770000001","ChIJ4zNvCCN5vTMRDDmsiFOtmpc","core-type|core-name"
"A","120","Casa Amalia Staycation","Silang, Cavite, Philippines","4.9","47","event_venue",,"0999 992 5898","14.144528300000001","120.97206059999999","ChIJN0plxF95vTMRd38H2JVUtnk","core-type|hospitality-type|core-name"
"A","60","Merci Dieu Events Place and Venue Rental","7XQH+6CF, Dasmariñas, Cavite, Philippines","4.5","47","lodging",,,"14.2880613","120.97855779999999","ChIJ242fspfVlzMRZgNLrPvimn0","hospitality-type|core-name"
"A","95","The Pavilions","8VGF+87Q, Monterrazas Rd, Cebu City, 6000 Cebu, Philippines","4.4","47","restaurant",,"(032) 505 9961","10.3258461","123.8732371","ChIJCxi4vcWeqTMRNGfqB0FfpSM","core-type|food-type|core-name"
"A","60","Bayswater Homes Clubhouse","7XJG+5QC, Lapu-Lapu, Cebu, Philippines","4.2","47","banquet_hall",,,"10.2804313","123.97688439999999","ChIJx8VITKiQqTMRPLOSub_Q52c","core-type"
"A","60","Claire Isabel McGill Luce Auditorium","Luce Auditorium, Silliman University Hibbard Ave, Dumaguete City, 6200 Negros Oriental, Philippines","4.7","47","auditorium","https://su.edu.ph/","(035) 422 6002","9.3132883","123.30560009999999","ChIJm0-AWeJuqzMRveuo3hX7H_A","core-type"
"A","60","Oasis Villa Resort","Puerto Princesa North Road, Puerto Princesa City, Palawan, Philippines","4.8","47","resort_hotel",,"0917 553 1001","9.9823305","118.94650100000001","ChIJOeD05tudtTMRmE4lnybo6_o","hospitality-type|core-name"
"A","60","Edna's Garden","9C45+9P3, Narra, Palawan, Philippines","4.1","47","resort_hotel",,"0927 363 7038","9.355878299999999","118.40930999999998","ChIJ6xekvrBMNTIR-zWdyGIyzE4","hospitality-type|core-name"
"A","85","Villa De Guzman","26-44, M. L. Quezon Ave, Taguig, 1630 Metro Manila, Philippines","3.9","46","event_venue",,"0917 728 1209","14.507486700000001","121.0666507","ChIJxwf-yk_PlzMRQk7kcyN6y0c","core-type|core-name"
"A","60","Gracious Garden Event and Private Resort","Blk 6, Lot 2, Park Merced, Los Baños, Laguna, Philippines","3.8","46","resort_hotel","https://www.facebook.com/Gracious-Garden-Resort-195366967161498/","0927 967 8781","14.171721","121.207468","ChIJXwVHFy5hvTMR5fvnLpGyUb4","hospitality-type|core-name"
"A","120","The Forest Villas by Lily","Pagkalinawan,, Sitio Companario, Guanzon St, Jala-jala, 1990 Rizal, Philippines","4.4","46","resort_hotel","http://www.forestvillasbylily.com/","0945 314 5080","14.3159041","121.33801309999998","ChIJNZxaYkDnlzMRRXqoprrwB2s","core-type|hospitality-type|core-name"
