name,address,lat,lng,rating,user_ratings,business_status,primary_type,website,phone,google_maps_uri,place_id,found_via
"AO Farm","Cebu City, 6000 Cebu, Philippines","10.305889599999999","123.83687900000001","4.3","104","OPERATIONAL","farmstay",,,"https://maps.google.com/?cid=11769356135752346884&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJd9jtPX-eqTMRBC2VegwnVaM","wedding venue @ Cebu City, Cebu"
"Sunset Soirées Rooftop Restaurant","The Pad Co-Living, Banilad High Street, Cebu City, 6000 Cebu, Philippines","10.3270299","123.9086446","4.3","104","OPERATIONAL","restaurant","https://www.instagram.com/sunsetsoireesrooftop/","0991 862 4987","https://maps.google.com/?cid=3100196101179371078&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJB8TBDgCZqTMRRu7YsO0bBis","garden events venue @ Cebu City, Cebu"
"Rima Mediterranean Treetop Dining","Boracay Island, Malay, Aklan, Philippines","11.986718699999999","121.90813339999998","4.6","104","OPERATIONAL","restaurant","http://www.shangri-la.com/boracay/boracayresort/dining/restaurants/rima/","(036) 288 4988","https://maps.google.com/?cid=11352279236257378931&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJe6blqXA8pTMRc_IphNFli50","wedding venue @ Boracay, Malay, Aklan | wedding reception venue @ Boracay, Malay, Aklan | garden events venue @ Boracay, Malay, Aklan"
"Casa Café","Zone 2 Canitoan-Pagatpat Rd, Cagayan De Oro City, 9000 Misamis Oriental, Philippines","8.473959299999999","124.59670239999998","4.8","103","OPERATIONAL","restaurant","http://www.casadecanitoan.com/","0956 638 0108","https://maps.google.com/?cid=11487215239146311976&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ2yot9QmL_zIRKBHF62XJap8","wedding venue @ Cagayan de Oro, Misamis Oriental | wedding reception venue @ Cagayan de Oro, Misamis Oriental"
"Palmera Garden Hotel","45H9+RWM, Aparente St, Glamang, General Santos City (Dadiangas), South Cotabato, Philippines","6.1304511999999995","125.171318","4.2","103","OPERATIONAL","hotel","http://palmeragardenhotel.com/","0917 500 1717","https://maps.google.com/?cid=17182776355156078336&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJbfPtWqOf9zIRAC8PiA58de4","garden events venue @ General Santos, South Cotabato"
"Ikeda Hall Balay Kalinaw","M35F+X4W, Gomburza, Diliman, Quezon City, 1100 Kalakhang Maynila, Philippines","14.66","121.0728348","4.3","102","OPERATIONAL","banquet_hall",,"(02) 8920 4843","https://maps.google.com/?cid=12039169206055305466&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJF7nG7123lzMR-oC_TZu4E6c","wedding venue @ Quezon City, Metro Manila | events place @ Quezon City, Metro Manila | wedding reception venue @ Quezon City, Metro Manila"
"Philippine Army Officers Club House (PAOCH)","Pavillion, PA Officers Clubhouse, Taguig, 1630 Metro Manila, Philippines","14.533983399999999","121.04484079999999","4.5","102","OPERATIONAL","event_venue",,,"https://maps.google.com/?cid=344065936044412332&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ1ff8VNvIlzMRrE09WSVexgQ","wedding venue @ Taguig, Metro Manila | events place @ Taguig, Metro Manila | wedding reception venue @ Taguig, Metro Manila | garden events venue @ Taguig, Metro Manila"
"Timmy in the Woods","#3 Mount Everest Avenue, Goldenhills Subdivision, Antipolo, 1870 Rizal, Philippines","14.572261199999998","121.1643809","4.6","102","OPERATIONAL","event_venue","https://www.facebook.com/timmyinthewoods/","0915 328 4800","https://maps.google.com/?cid=3869773127858994304&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJkfwbxpXHlzMRgDxjJygytDU","wedding reception venue @ Pasig, Metro Manila | wedding reception venue @ Marikina, Metro Manila | wedding venue @ Antipolo, Rizal | events place @ Antipolo, Rizal | wedding reception venue @ Antipolo, Rizal | garden events venue @ Antipolo, Rizal | wedding venue @ Tanay, Rizal | wedding reception venue @ Tanay, Rizal | garden events venue @ Tanay, Rizal | wedding venue @ Taytay, Rizal | wedding reception venue @ Taytay, Rizal | garden events venue @ Taytay, Rizal"
"Versailles Alabang Village","Daang Hari Road, Almanza Dos, Las Piñas, Kalakhang Maynila, Philippines","14.397131199999999","121.00930609999998","4.5","102","OPERATIONAL","service","http://versailles.com.ph/","0917 590 1111","https://maps.google.com/?cid=10861969914704415782&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJWyxwO7vRlzMRJszvlhZ4vZY","wedding venue @ Muntinlupa, Metro Manila | wedding venue @ Las Piñas, Metro Manila | wedding reception venue @ Las Piñas, Metro Manila"
"Jardin De La Vida Pavilion","466 EPZA Diversion Rd, Magdalo, Noveleta, 4104 Cavite, Philippines","14.428138100000002","120.8885372","4.5","102","OPERATIONAL","event_venue",,"0917 808 7395","https://maps.google.com/?cid=11004957274455104147&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJVZM_3TEtljMRk1o_mFV2uZg","wedding venue @ General Trias, Cavite | events place @ General Trias, Cavite | wedding reception venue @ General Trias, Cavite | garden events venue @ General Trias, Cavite | wedding venue @ Dasmariñas, Cavite | wedding reception venue @ Dasmariñas, Cavite | wedding venue @ Imus, Cavite | events place @ Imus, Cavite | wedding reception venue @ Imus, Cavite | garden events venue @ Imus, Cavite | wedding venue @ Bacoor, Cavite | wedding reception venue @ Bacoor, Cavite | garden events venue @ Bacoor, Cavite"
"Springdale Garden Subdivision","56C2+3P7, Los Baños, 4030 Laguna, Philippines","14.1701679","121.2018021","4.1","102","OPERATIONAL","service",,,"https://maps.google.com/?cid=11768459269945112459&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJb3_WyTNhvTMRize7olr3UaM","wedding venue @ Los Baños, Laguna | wedding reception venue @ Los Baños, Laguna"
"Maria Susana Resort","Old Cabrera Road Sitio Burol, Taytay, 1920 Rizal, Philippines","14.559556899999997","121.1383412","4.5","102","OPERATIONAL","resort_hotel",,,"https://maps.google.com/?cid=4978474444427148740&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ5ST6IwLHlzMRxL1wTyEYF0U","events place @ Taytay, Rizal"
"Casa Palmera Resort and Events Place","43 Apalit - Macabebe - Masantol Rd, Macabebe, Pampanga, Philippines","14.909102100000002","120.7172152","4.4","102","OPERATIONAL","resort_hotel","https://casapalmeraresort.com/","0956 053 7379","https://maps.google.com/?cid=6843615351722779898&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJEcxLyBRXljMR-qTYQudn-V4","wedding venue @ San Fernando, Pampanga | events place @ San Fernando, Pampanga"
"Palaweña Travel and Tours & Wellness Spa (El Nido, Puerto Princesa), Palawan","5313 Taytay - El Nido National Hwy, Corong-corong Pob. (Barangay 4), El Nido, Palawan, Philippines","11.1624292","119.3975599","4.9","102","OPERATIONAL",,"http://www.facebook.com/iampalawena","0906 583 7929","https://maps.google.com/?cid=10519932295115545493&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJzTHZwONVtjMRlZuFd69O_pE","events place @ El Nido, Palawan"
"Antonio’s Place","CXV9+PVF, Bacoor, Cavite, Philippines","14.444324999999997","120.96968679999999","4.2","101","OPERATIONAL","swimming_pool",,,"https://maps.google.com/?cid=10105948522452649296&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJe1aDMgrSlzMRUIUsN6OKP4w","events place @ Bacoor, Cavite"
"Batangas City Convention Centre","Q332+QMG, Rizal Ave, Batangas City, Batangas, Philippines","13.7544379","121.0516957","4.4","101","OPERATIONAL","convention_center",,,"https://maps.google.com/?cid=12781135290936073381&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJv1f2rhQFvTMRpRx0atS2X7E","events place @ Batangas City, Batangas"
"The Dream Beach Resort","Sitio Lolokion, Poblacion, Taytay, 5312 Palawan, Philippines","10.8608409","119.50432529999999","4.4","101","OPERATIONAL","resort_hotel","https://www.thedreamresortpalawan.com/","0968 604 9112","https://maps.google.com/?cid=14759244545405206971&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJk0CZxFOLtjMRu8H_Wbde08w","wedding venue @ El Nido, Palawan | wedding reception venue @ El Nido, Palawan"
"DEN'GI INN ELNIDO","Taytay - El Nido National Hwy, El Nido, Palawan, Philippines","11.1778798","119.39155399999999","4","101","OPERATIONAL","hotel",,"0906 448 9558","https://maps.google.com/?cid=12977978956973194868&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJiXttXhRVtjMRdL7h4BkLG7Q","wedding venue @ El Nido, Palawan"
"Jardin De Katrina Resort & Events Place","47 Estanislao St, Putatan, Muntinlupa, 1772 Metro Manila, Philippines","14.395196499999999","121.0417433","4.3","100","OPERATIONAL","resort_hotel",,"0927 618 3422","https://maps.google.com/?cid=2955011223685229761&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJz4euK1bQlzMRwewMNw1PAik","wedding venue @ Muntinlupa, Metro Manila | events place @ Muntinlupa, Metro Manila | wedding reception venue @ Muntinlupa, Metro Manila | garden events venue @ Muntinlupa, Metro Manila"
"La Mariposa Tagaytay Events Place","Mendez Mendez - Tagaytay Rd, Tagaytay City, Cavite, Philippines","14.1073183","120.91286400000001","4.4","100","OPERATIONAL","event_venue",,"0922 802 1642","https://maps.google.com/?cid=4232679750118856764&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJQd2Wfel3vTMRPNjSmc5_vTo","wedding venue @ Tagaytay, Cavite | events place @ Tagaytay, Cavite | wedding reception venue @ Tagaytay, Cavite | garden events venue @ Tagaytay, Cavite | wedding venue @ Alfonso, Cavite | events place @ Alfonso, Cavite | wedding reception venue @ Alfonso, Cavite | wedding venue @ Indang, Cavite | wedding reception venue @ Indang, Cavite | wedding venue @ Amadeo, Cavite | events place @ Amadeo, Cavite | wedding reception venue @ Amadeo, Cavite | wedding venue @ Mendez, Cavite | events place @ Mendez, Cavite | wedding reception venue @ Mendez, Cavite | garden events venue @ Mendez, Cavite | events place @ Laurel, Batangas | wedding reception venue @ Laurel, Batangas"
"National Arts Center","5678+798, Ibarang Rd, Los Baños, Laguna, Philippines","14.163172399999999","121.21595920000001","4.4","100","OPERATIONAL","tourist_attraction",,,"https://maps.google.com/?cid=2830083530330816338&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJCeoX_ddmvTMRUj8N9vl5Ric","events place @ Los Baños, Laguna"
"MARED EVENTS ORGANIZING SERVICES","San Juan, 2514 La Union, Philippines","16.66913","120.3334845","5","100","OPERATIONAL","service",,"0917 899 6996","https://maps.google.com/?cid=11316482409048558484&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJGeaHM2SNkTMRlMtLMss4DJ0","wedding venue @ San Juan, La Union | events place @ San Juan, La Union | wedding reception venue @ San Juan, La Union | garden events venue @ San Juan, La Union"
"A.V.P. CATERING SERVICES","A.V.P. Catering Services, Imelda Roces Avenue (formerly, Tahao Rd, Legazpi City, 4500 Albay, Philippines","13.146545999999999","123.7435922","4.1","100","OPERATIONAL","catering_service","http://avpcatering.com/","0918 735 4008","https://maps.google.com/?cid=3394265262262520515&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJj_xX8XwBoTMRwwqbvkXaGi8","wedding reception venue @ Legazpi City, Albay"
"Silliman Hall","8865+8GP Siliman University, Hibbard Ave, Dumaguete City, Negros Oriental, Philippines","9.310799399999999","123.3086533","4.7","100","OPERATIONAL","historical_landmark","https://su.edu.ph/",,"https://maps.google.com/?cid=12108401964109744860&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ507mVuFuqzMR3Epn7G6vCag","events place @ Dumaguete, Negros Oriental"
"Sports Complex","Ramon V. Mitra Sports Complex, Puerto Princesa City, Palawan, Philippines","9.781616600000001","118.73346599999998","4.6","100","OPERATIONAL","sports_complex",,,"https://maps.google.com/?cid=3404895765036744575&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJXeDBafpjtTMRfz8_jKieQC8","events place @ Puerto Princesa, Palawan"
"The Nesting Table","Sitio Pakalsada, El Nido, 5313 Palawan, Philippines","11.1431156","119.3944792","4.6","100","OPERATIONAL","restaurant","http://facebook.com/thenestingtable","0920 606 1186","https://maps.google.com/?cid=7785333619782486636&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJjYWJwJtVtjMRbIoKwa0PC2w","events place @ El Nido, Palawan"
"Aplaya Souvenirs - Coron Brgy 4","National Highway, Brgy 4, Coron, 5316 Palawan, Philippines","11.998849199999999","120.20331129999998","4.9","100","OPERATIONAL","store",,"0917 318 5538","https://maps.google.com/?cid=2253872358370004538&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJv020xGD1uTMROk636fdcRx8","events place @ Coron, Palawan"
"Sikat Inc.","305 Tomas Morato Ave, Diliman, Quezon City, Metro Manila, Philippines","14.6354782","121.03538230000001","4.3","99","OPERATIONAL","event_venue",,"(02) 8881 3514","https://maps.google.com/?cid=5622695345390259738&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJzeQxEa23lzMRGo46VqDTB04","events place @ Quezon City, Metro Manila | wedding reception venue @ Quezon City, Metro Manila"
"Treehouse Story","Makati City, Metro Manila, Philippines","14.563932599999998","121.0373127","5","99","OPERATIONAL","service","http://treehousestory.com/","0915 843 0551","https://maps.google.com/?cid=13204805484654181833&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJJ-XuC3bJlzMRyT3xUKDkQLc","wedding venue @ Makati, Metro Manila | wedding reception venue @ Makati, Metro Manila"
"Teatrino Promenade","J332+6PX, Service Rd, San Juan City, Metro Manila, Philippines","14.6031146","121.05185729999998","4.6","99","OPERATIONAL","concert_hall",,"(02) 8722 4532","https://maps.google.com/?cid=5498885642416912373&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJo1zQ3t63lzMR9XfBgFv3T0w","events place @ San Juan, Metro Manila | wedding reception venue @ San Juan, Metro Manila"
"Sañez Farm Events Place","Velarde Village, Diamond Street, Medicion 1C, Imus, 4103 Cavite, Philippines","14.439846699999999","120.92845020000001","4.6","99","OPERATIONAL","event_venue","https://www.facebook.com/sanezfarmeventsplacecavite?mibextid=ZbWKwL","0915 795 2162","https://maps.google.com/?cid=8340874194349657826&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJQ22VTZDSlzMR4g5vTuO8wHM","garden events venue @ Las Piñas, Metro Manila | wedding venue @ General Trias, Cavite | events place @ General Trias, Cavite | garden events venue @ General Trias, Cavite | wedding venue @ Dasmariñas, Cavite | wedding reception venue @ Dasmariñas, Cavite | wedding venue @ Imus, Cavite | events place @ Imus, Cavite | wedding reception venue @ Imus, Cavite | garden events venue @ Imus, Cavite | wedding venue @ Bacoor, Cavite | events place @ Bacoor, Cavite | wedding reception venue @ Bacoor, Cavite | garden events venue @ Bacoor, Cavite"
"Carina's Place","Sampaloc, Dasmariñas, Cavite, Philippines","14.276473","120.98217009999999","4.4","99","OPERATIONAL","resort_hotel",,"0906 452 4779","https://maps.google.com/?cid=9204039153262350651&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJfY4uZQF-vTMRO1H9RNhQu38","wedding venue @ Dasmariñas, Cavite | events place @ Dasmariñas, Cavite | wedding reception venue @ Dasmariñas, Cavite"
"Casa Editha","KM 33 Quirino Hwy, SJDM, 3023 Bulacan, Philippines","14.8196833","121.07597759999999","4.8","99","OPERATIONAL","event_venue","http://casaeditha.com/","0998 587 9678","https://maps.google.com/?cid=12172801552658719905&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJqSFYopCvlzMRoeSLk4R67qg","wedding reception venue @ Malolos, Bulacan | wedding venue @ San Jose del Monte, Bulacan | events place @ San Jose del Monte, Bulacan | wedding reception venue @ San Jose del Monte, Bulacan | garden events venue @ San Jose del Monte, Bulacan"
"Garden Café","J6F3+WJF, Cotabato St, Naga City, 4400 Camarines Sur, Philippines","13.624340499999999","123.20366860000001","4.4","99","OPERATIONAL","cafe","https://m.facebook.com/profile.php?id=61557443512098","0917 772 0948","https://maps.google.com/?cid=7644393171062909876&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJfWj8DwCNoTMRtGugXBZXFmo","events place @ Naga City, Camarines Sur | garden events venue @ Naga City, Camarines Sur"
"The Event Space","F. Cabahug Street, Panagdait Rd, Kasambagan, Cebu City, 6000 Cebu, Philippines","10.326332500000001","123.91678239999999","4.5","99","OPERATIONAL","event_venue",,"0917 713 9919","https://maps.google.com/?cid=3326187407044451062&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ_ey_bA2ZqTMR9hpD5dL9KC4","wedding venue @ Cebu City, Cebu | events place @ Cebu City, Cebu | wedding reception venue @ Cebu City, Cebu | garden events venue @ Cebu City, Cebu | wedding venue @ Lapu-Lapu City, Cebu | events place @ Lapu-Lapu City, Cebu | wedding reception venue @ Lapu-Lapu City, Cebu | wedding venue @ Mandaue City, Cebu | events place @ Mandaue City, Cebu | wedding reception venue @ Mandaue City, Cebu | garden events venue @ Mandaue City, Cebu"
"Metro Park Hotel","Saint Lawrence Street, La Guardia St, Cebu City, 6000 Cebu, Philippines","10.3313256","123.90268010000001","3.6","99","OPERATIONAL","hotel","https://www.metroparkhotel.ph/","0908 811 6715","https://maps.google.com/?cid=11472726690945641249&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ4Vm4siaZqTMRISv16iNQN58","wedding venue @ Cebu City, Cebu | wedding reception venue @ Cebu City, Cebu | wedding reception venue @ Mandaue City, Cebu"
"Canijugan Peak Retreat and Campsite","Malinao - Union Road, Sitio Butong, Union, Dapa, 8417 Surigao del Norte, Philippines","9.7715965","126.1067566","4.4","99","OPERATIONAL","restaurant",,"0917 710 6636","https://maps.google.com/?cid=2665650383677227818&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJQwd3Uwr3AzMRKgN3luZK_iQ","events place @ Siargao, Surigao del Norte"
"Club Ananda","3RRF+6MM, Unnamed Road, Nasugbu, Batangas, Philippines","14.090594999999999","120.8241709","4.7","98","OPERATIONAL","wedding_venue",,,"https://maps.google.com/?cid=2788946690243898138&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJaYKwyIGdvTMRGit9AT1UtCY","wedding venue @ Alfonso, Cavite | wedding reception venue @ Alfonso, Cavite | wedding venue @ Indang, Cavite | wedding venue @ Mendez, Cavite | wedding venue @ Laurel, Batangas | wedding reception venue @ Laurel, Batangas | garden events venue @ Laurel, Batangas | wedding reception venue @ Lipa, Batangas | wedding venue @ Batangas City, Batangas | events place @ Batangas City, Batangas | wedding reception venue @ Batangas City, Batangas | garden events venue @ Batangas City, Batangas | wedding venue @ Nasugbu, Batangas | events place @ Nasugbu, Batangas | wedding reception venue @ Nasugbu, Batangas | garden events venue @ Nasugbu, Batangas | wedding venue @ San Juan, Batangas | wedding reception venue @ San Juan, Batangas | wedding venue @ Calatagan, Batangas | wedding reception venue @ Calatagan, Batangas | garden events venue @ Calatagan, Batangas"
"Tagaytay Conference Center","4VJW+FH5, Panungyan Road, Mendez, Cavite, Philippines","14.1311349","120.8964748","4.9","98","OPERATIONAL","convention_center",,,"https://maps.google.com/?cid=18157115679453930569&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ8xETH6qCvTMRSeSGi4II-_s","events place @ Mendez, Cavite | garden events venue @ Mendez, Cavite"
"Sefriya Farm and Orchard","V2JG+48, Alitagtag, Batangas, Philippines","13.880317499999999","121.02586369999999","4.3","98","OPERATIONAL","hotel","http://www.sefriya.com/",,"https://maps.google.com/?cid=1826485732684975434&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJleOvM1cNvTMRSs0BxBj7WBk","wedding venue @ Lipa, Batangas | wedding reception venue @ Lipa, Batangas | wedding venue @ Batangas City, Batangas | wedding reception venue @ Batangas City, Batangas | garden events venue @ Batangas City, Batangas"
"Madie's Place","City of Santa Rosa, Laguna, Philippines","14.264481400000001","121.10339809999999","4.3","98","OPERATIONAL","bed_and_breakfast",,"0966 690 7707","https://maps.google.com/?cid=5010660687908338061&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJl3T8I3XYlzMRjXnKGFlxiUU","wedding venue @ Santa Rosa, Laguna | events place @ Santa Rosa, Laguna | wedding reception venue @ Santa Rosa, Laguna"
"Nuq Dining and Villas","Taboc, San Juan, 2514 La Union, Philippines","16.698735","120.3389996","4.5","98","OPERATIONAL","service",,"0939 989 6164","https://maps.google.com/?cid=5591702156116134707&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ7-Z8lwuNkTMRM4sWIXy3mU0","events place @ San Juan, La Union"
"Mind Zone Tacloban","118 Paterno St, Tacloban City, 6500 Leyte, Philippines","11.2430764","125.0052042","4.9","98","OPERATIONAL","coworking_space",,"0995 593 0420","https://maps.google.com/?cid=9381326529130293027&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ0asPtNJxCDMRI2fCGsYqMYI","events place @ Tacloban, Leyte"
"Mama Coco Siargao","Tourism Rd, Siargao, 8419 Surigao del Norte, Philippines","9.7896047","126.1618549","4.5","98","OPERATIONAL","bar",,"0956 866 4306","https://maps.google.com/?cid=13578543050189148810&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJOdkLnkn3AzMRipLfQfascLw","events place @ Siargao, Surigao del Norte"
"Dalandanan Events Space","Mae&Grace plants and landscape, 68 E Esteban, Valenzuela, Metro Manila, Philippines","14.707305199999999","120.9557249","4.4","97","OPERATIONAL","event_venue",,,"https://maps.google.com/?cid=8293261498298021649&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ9-fFhS-zlzMRETd6o2SVF3M","wedding venue @ Valenzuela, Metro Manila | events place @ Valenzuela, Metro Manila | wedding reception venue @ Valenzuela, Metro Manila | garden events venue @ Valenzuela, Metro Manila"
"Citta Italia Club House","Bacoor, Cavite, Philippines","14.408060099999998","120.959938","4.2","97","OPERATIONAL","community_center","https://www.facebook.com/cittaitaliaofficial/",,"https://maps.google.com/?cid=15301345002935427031&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ-QUiXUvSlzMR1x-qzTVMWdQ","events place @ Bacoor, Cavite"
"Casa Carlita Private Resort","Hagimit Road Brgy, Kayumanggi, Lipa City, Batangas, Philippines","13.9009091","121.16614299999999","4.2","97","OPERATIONAL","hotel",,,"https://maps.google.com/?cid=3470640513874988077&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJdzg81aITvTMRLQyZvCgxKjA","wedding venue @ Lipa, Batangas | events place @ Lipa, Batangas | garden events venue @ Lipa, Batangas | wedding venue @ Batangas City, Batangas | garden events venue @ Batangas City, Batangas"
"La Jardin Resort and Events","R24V+XR5, Sarmiento Townville, SJDM, Bulacan, Philippines","14.807396","121.04461699999999","4.3","97","OPERATIONAL","resort_hotel",,"0917 517 0019","https://maps.google.com/?cid=7893910191633937043&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJP0aGC6ivlzMRkzIt3X7NjG0","wedding venue @ San Jose del Monte, Bulacan | events place @ San Jose del Monte, Bulacan | wedding reception venue @ San Jose del Monte, Bulacan | garden events venue @ San Jose del Monte, Bulacan"
"The Forum and Orchidarium","2MFG+M3X, unnamed street, San Fernando, Pampanga, Philippines","15.024232099999999","120.6752259","4.6","97","OPERATIONAL","convention_center",,,"https://maps.google.com/?cid=3715364097962897485&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJVVVkLa_3ljMRTXBRVvafjzM","wedding venue @ San Fernando, Pampanga | events place @ San Fernando, Pampanga | wedding reception venue @ San Fernando, Pampanga | garden events venue @ San Fernando, Pampanga | garden events venue @ Angeles City, Pampanga"
"La Edley Catering & Event Place","Aeroville Technohomes, 5P3J+QRF, F. Aquende Dr, Legazpi City, 4500 Albay, Philippines","13.154428200000002","123.73205159999999","3.7","97","OPERATIONAL","resort_hotel",,"(052) 732 7540","https://maps.google.com/?cid=16551306386723820500&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ_wfV_2YBoTMR1NNTVXcNsuU","events place @ Legazpi City, Albay | wedding reception venue @ Legazpi City, Albay"
